date,price
4-Dec-16,14.28571429
11-Dec-16,15.38461538
18-Dec-16,16.66666667
25-Dec-16,18.18181818
1-Jan-17,11.76470588
8-Jan-17,15.78947368
15-Jan-17,17.64705882
22-Jan-17,15.78947368
29-Jan-17,16.66666667
5-Feb-17,11.11111111
12-Feb-17,18.75
19-Feb-17,11.76470588
26-Feb-17,17.64705882
5-Mar-17,16.66666667
12-Mar-17,7.142857143
19-Mar-17,13.15789474
26-Mar-17,13.04347826
2-Apr-17,13.63636364
9-Apr-17,14.28571429
16-Apr-17,19.04761905
